FID,BuildingCl,BuildingUs,BUILDINGID,RuleID,Shape_Leng,Shape_Area,Shape__Area,Shape__Length
1,Residential,Single Family Detached - R1,2061,1,39.0170829534,95.036633073,240.5390625,62.0739188657271
2,Residential,Single Family Detached - R1,2062,1,56.5514112158,154.913877108,392.0859375,89.9903843777337
3,Residential,Accessory Building,1013,1,11.6281790018,8.42178952455,21.3203125,18.4993195975258
4,Residential,Single Family Detached - R1,2063,1,56.1911025422,176.216690853,446.015625,89.4037104576901
5,Residential,Single Family Detached - R1,4170,1,54.98830852,178.280984016,451.109375,87.502355022493
6,Residential,Accessory Building,1014,1,15.3272830955,12.4915776719,31.6171875,24.3873870343962
7,Residential,Single Family Detached - R1,2064,1,40.6945840227,94.3008046004,238.6875,64.739142093607
8,Residential,Single Family Detached - R1,4171,1,57.8025007021,182.76136817,462.453125,91.9648750891456
9,Residential,Single Family Detached - R1,1015,1,42.2104305759,102.407607168,259.1640625,67.1568693099889
10,Residential,Single Family Detached - R1,2065,1,55.8472334683,166.276985371,420.8671875,88.8666280450174
11,Residential,Single Family Detached - R1,4172,1,50.9006019775,157.548614806,398.65625,80.975877826171
12,Residential,Accessory Building,1016,1,14.028653368,12.2861861593,31.09375,22.3171275974527
13,Residential,Accessory Building,2066,1,23.419459702,31.1988850981,78.9765625,37.2747664667078
14,Residential,Accessory Building,4173,1,11.1350357849,7.58299159812,19.1796875,17.716123897297
15,Residential,Accessory Building,2067,1,18.6867540677,19.4357155402,49.1796875,29.7432276268203
16,Residential,Accessory Building,4174,1,12.0698503711,9.10483942317,23.0390625,19.1995682132711
17,Residential,Single Family Detached - R1,1017,1,83.579987441,428.155949397,1083.578125,132.958109685737
18,Residential,Accessory Building,2068,1,21.9256604128,28.9459635339,73.2734375,34.8922052855655
19,Residential,Accessory Building,4175,1,7.77670064444,3.77967952704,9.5625,12.3704195720705
20,Residential,Single Family Detached - R1,1018,1,84.9264297249,309.384969379,782.984375,135.089316354027
21,Residential,Accessory Building,2069,1,12.3381290702,9.51315230572,24.078125,19.6299802981617
22,Residential,Single Family Detached - R1,4176,1,66.8627628362,221.543550536,560.6015625,106.392330651148
23,Residential,Accessory Building,1019,1,13.4366791969,12.7704419826,32.3359375,21.3755216594502
24,Residential,Single Family Detached - R1,2070,1,49.327582837,130.160982896,329.46875,78.5018886401027
25,Residential,Single Family Detached - R1,4177,1,66.3411104164,217.783164294,551.0703125,105.561165674643
26,Residential,Duplex - R2,1021,1,66.6056963656,231.855050442,586.796875,105.950608928315
27,Residential,Single Family Detached - R1,2071,1,59.6986064298,182.915745643,462.9921875,95.0127235121257
28,Residential,Single Family Detached - R1,2072,1,55.8976377163,164.086413446,415.3515625,88.9348238869095
29,Residential,Single Family Detached - R1,2073,1,62.8108458716,197.887724081,500.890625,99.9510644707241
30,Residential,Single Family Detached - R1,2074,1,87.9387475267,296.417145176,750.3359375,139.928441947896
31,Residential,Single Family Detached - R1,2075,1,60.6076071366,212.870680404,538.828125,96.4299508410355
32,Residential,Single Family Detached - R1,2076,1,47.9370904052,130.609893863,330.625,76.284016816514
33,Residential,Single Family Detached - R1,2077,1,51.7179094574,157.71566217,399.2265625,82.2886837833727
34,Residential,Accessory Building,2078,1,34.3759370876,73.8414782735,186.9140625,54.6929459399627
35,Residential,Single Family Detached - R1,2079,1,60.2438813235,184.832990565,467.8671875,95.8312299354358
36,Residential,Accessory Building,2080,1,10.4792020836,6.59378600428,16.6953125,16.6766138991108
37,Residential,Accessory Building,2082,1,31.807155407,63.2309116938,160.0546875,50.6046706925146
38,Residential,Accessory Building,2083,1,13.2823795018,10.8638735831,27.4921875,21.1287309375576
39,Residential,Accessory Building,2084,1,32.8752790116,67.5338513102,170.953125,52.305720500539
40,Residential,Single Family Detached - R1,2085,1,46.9202811853,134.592754651,340.6875,74.6650144715763
41,Residential,Accessory Building,2086,1,10.6708318504,6.81038921269,17.2265625,16.9726904530853
42,Residential,Single Family Detached - R1,2087,1,46.9479065103,134.728890947,341.0390625,74.7092653136081
43,Residential,Single Family Detached - R1,2088,1,47.4662293582,137.882568642,349.0234375,75.5066336071188
44,Residential,Single Family Detached - R1,2089,1,30.4521426693,57.0668422503,144.453125,48.4570568607934
45,Residential,Single Family Detached - R1,2090,1,46.6499048791,132.696387285,335.8828125,74.2069832426501
46,Residential,Accessory Building,2091,1,25.4547198611,38.8866773368,98.4375,40.5080902034681
47,Residential,Accessory Building,2092,1,10.7311483923,6.90866081287,17.46875,17.077411434604
48,Residential,Single Family Detached - R1,2093,1,66.5954333701,192.206520188,486.546875,105.977318944348
49,Residential,Accessory Building,2094,1,32.0436295353,63.9961775064,161.9921875,50.9851609770234
50,Residential,Single Family Detached - R1,2095,1,46.8831790127,135.337444551,342.5859375,74.5813868449283
51,Residential,Single Family Detached - R1,2096,1,57.7112350706,162.714037117,411.90625,91.8180583939198
52,Residential,Single Family Detached - R1,2097,1,49.3062626698,145.958184389,369.46875,78.4297165123754
53,Residential,Accessory Building,2098,1,32.955540087,67.8767670944,171.8203125,52.4325085522764
54,Residential,Single Family Detached - R1,2099,1,57.1991323421,182.669834297,462.3828125,90.9934940696594
55,Residential,Accessory Building,2100,1,11.3767586063,8.08525309506,20.46875,18.1000457353082
56,Residential,Accessory Building,2101,1,28.5164201444,49.6168137532,125.6015625,45.379261180359
57,Residential,Accessory Building,2102,1,28.9212597035,51.203940439,129.609375,46.0228028573291
58,Residential,Single Family Detached - R1,2103,1,46.6532047663,133.363618424,337.578125,74.2118115955637
59,Residential,Single Family Detached - R1,2104,1,46.9678487033,134.928037035,341.546875,74.7116143545719
60,Residential,Single Family Detached - R1,2105,1,48.6407080828,147.838336728,374.234375,77.3861750752353
61,Residential,Single Family Detached - R1,2106,1,47.6197830397,131.407390507,332.625,75.7549677176552
62,Residential,Single Family Detached - R1,2107,1,48.6183764169,145.281409899,367.75,77.3419003630649
63,Residential,Single Family Detached - R1,2108,1,50.8180081362,150.907090102,381.9765625,80.8616851408641
64,Residential,Single Family Detached - R1,2109,1,48.3385024878,141.599029246,358.4296875,76.8950972992045
65,Residential,Accessory Building,2110,1,28.6662123926,51.2450391195,129.703125,45.6074798127385
66,Residential,Accessory Building,2111,1,9.49112861008,5.61747591808,14.2109375,15.0994303579867
67,Residential,Single Family Detached - R1,2112,1,54.0074677063,165.718953907,419.4765625,85.9258570388116
68,Residential,Accessory Building,2113,1,27.8648359011,47.1453595686,119.3359375,44.3425575084998
69,Residential,Single Family Detached - R1,2114,1,47.3856062111,137.205621984,347.3046875,75.3752248543707
70,Residential,Single Family Detached - R1,2115,1,49.2158876316,142.152712082,359.828125,78.2866389318626
71,Residential,Accessory Building,2116,1,12.0441952209,9.03669877123,22.875,19.1635912025842
72,Residential,Single Family Detached - R1,2117,1,11.9160407935,8.82962959763,22.359375,18.9600130748328
73,Residential,Single Family Detached - R1,2118,1,50.7665659708,157.001264944,397.4140625,80.7864537196575
74,Residential,Single Family Detached - R1,2121,1,62.3568239597,194.233454581,491.671875,99.2147135537751
75,Residential,Single Family Detached - R1,2122,1,45.796317961,126.617751848,320.515625,72.8640620530779
76,Residential,Single Family Detached - R1,2124,1,66.7135419507,233.203494348,590.328125,106.146435117949
77,Residential,Single Family Detached - R1,2125,1,40.098701741,94.4070545451,239,63.7935320233791
78,Residential,Single Family Detached - R1,2126,1,49.7636284693,125.460253305,317.609375,79.1722221859173
79,Residential,Single Family Detached - R1,2127,1,22.4969930106,31.4258028337,79.5625,35.7951354772867
80,Residential,Townhouse/Apartment/Walk Up - R3,2128,1,192.181722615,911.152704351,2306.5234375,305.824711920708
81,Residential,Single Family Detached - R1,2129,1,46.4239853759,134.549293547,340.625,73.8678965053868
82,Residential,Single Family Detached - R1,2130,1,58.4809203541,177.310438487,448.890625,93.0710000553789
83,Residential,Single Family Detached - R1,2131,1,53.4367624533,160.965818982,407.5078125,85.0504749137569
84,Residential,Single Family Detached - R1,2132,1,41.3832760627,90.961033868,230.265625,65.8454078388542
85,Residential,Single Family Detached - R1,2133,1,35.9361781524,80.6689984383,204.2109375,57.1783366795117
86,Residential,Single Family Detached - R1,2134,1,76.9635065976,205.718505386,520.78125,122.467107183298
87,Residential,Single Family Detached - R1,2135,1,58.057137357,140.320183906,355.25,92.3773751719385
88,Residential,Single Family Detached - R1,2136,1,38.6413840713,92.9911521476,235.4140625,61.4796898757335
89,Residential,Single Family Detached - R1,2137,1,61.3074617449,191.277894731,484.2421875,97.5486852956402
90,Residential,Single Family Detached - R1,2138,1,56.5920022157,145.296091258,367.84375,90.0631388326109
91,Residential,Townhouse/Apartment/Walk Up - R3,2139,1,80.487827026,329.153270837,833.3046875,128.075693316347
92,Residential,Townhouse/Apartment/Walk Up - R3,2140,1,80.179567839,324.840587048,822.390625,127.586900804823
93,Residential,Townhouse/Apartment/Walk Up - R3,2141,1,80.33230912,325.865062229,825,127.82964937773
94,Residential,Townhouse/Apartment/Walk Up - R3,2142,1,69.0676896279,261.968971256,663.2421875,109.900457743459
95,Residential,Townhouse/Apartment/Walk Up - R3,2143,1,69.1828186835,263.044059324,665.96875,110.084808082346
96,Residential,Townhouse/Apartment/Walk Up - R3,2144,1,52.813885221,157.904070101,399.7734375,84.0385181275632
97,Residential,Townhouse/Apartment/Walk Up - R3,2145,1,80.1892376203,325.12403907,823.125,127.601109328191
98,Residential,Townhouse/Apartment/Walk Up - R3,2146,1,80.045122836,322.419976657,816.28125,127.371581436151
99,Residential,Townhouse/Apartment/Walk Up - R3,2147,1,80.0954969993,322.674723209,816.8984375,127.451843956626
100,Institutional,Accessory Building,2148,1,34.3495585046,73.7365123773,186.671875,54.6536944738033
101,Residential,Single Family Detached - R1,2149,1,50.3814452514,144.878666254,366.7734375,80.150620406467
102,Residential,Single Family Detached - R1,2150,1,6.93137190464,2.94481095749,7.453125,11.0266102415734
103,Residential,Single Family Detached - R1,2151,1,8.11680447062,3.98645339863,10.09375,12.9114833197734
104,Residential,Townhouse/Apartment/Walk Up - R3,2152,1,152.508542803,693.443548054,1755.4140625,242.693380832441
105,Residential,Townhouse/Apartment/Walk Up - R3,2153,1,157.396712822,690.302726558,1747.453125,250.426516180357
106,Residential,Townhouse/Apartment/Walk Up - R3,2154,1,159.363634632,693.50144026,1755.515625,253.553202046994
107,Residential,Townhouse/Apartment/Walk Up - R3,2155,1,173.363616151,768.589375644,1945.6015625,275.830141460234
108,Residential,Townhouse/Apartment/Walk Up - R3,2156,1,171.973433506,766.117266892,1939.2890625,273.616921411587
109,Residential,Townhouse/Apartment/Walk Up - R3,2157,1,309.337089382,1742.42209985,4410.65625,492.150255650403
110,Commercial,Mixed Use - Residential with Service/Retail/Office,2158,1,184.431272839,1182.15253,2992.5078125,293.451699923936
111,Commercial,Mixed Use - Residential with Service/Retail/Office,2159,1,210.697909584,1421.11230434,3597.3671875,335.206419139201
112,Commercial,Commercial - Service/Retail/Office,2160,1,92.000122668,494.574258634,1251.8984375,146.370996825886
113,Institutional,Municipal Facilities,2161,1,121.672522908,911.585202842,2307.453125,193.649337258877
114,Commercial,Mixed Use - Residential with Service/Retail/Office,2162,1,168.549812915,1485.42510227,3759.9765625,268.157975641336
115,Commercial,Commercial - Service/Retail/Office,2163,1,89.3070320332,277.143452022,701.46875,142.099150281667
116,Residential,Townhouse/Fourplex - R4,2164,1,78.27715322,300.457986196,760.4375,124.592977762268
117,Residential,Townhouse/Fourplex - R4,2165,1,80.9213773474,366.987237772,928.828125,128.7928651817
118,Residential,Townhouse/Fourplex - R4,2166,1,72.761616255,260.111767051,658.328125,115.810329838999
119,Residential,Townhouse/Fourplex - R4,2169,1,141.680953501,689.020848629,1743.8984375,225.384235848626
120,Institutional,Church,2170,1,115.83352431,541.490543506,1370.515625,184.270757117355
121,Residential,Townhouse/Fourplex - R4,2171,1,34.8309755789,74.2327379383,187.890625,55.4021335265081
122,Residential,Townhouse/Fourplex - R4,2172,1,45.898982602,126.740502129,320.7578125,73.0395225876109
123,Institutional,School,2173,1,74.0483391417,277.620349246,702.640625,117.802575259634
124,Residential,Duplex - R2,2174,1,51.062349537,133.070546495,336.8125,81.269022092911
125,Residential,Duplex - R2,2175,1,60.9888774178,170.177760769,430.7421875,97.0716258962395
126,Residential,Accessory Building,2176,1,14.6470270519,13.408371417,33.9375,23.3028210554795
127,Residential,Accessory Building,2177,1,25.5338834561,37.571737598,95.109375,40.638216679163
128,Residential,Accessory Building,2178,1,13.2378999496,10.9382843484,27.6875,21.0618851742451
129,Residential,Duplex - R2,2179,1,63.0596054899,162.143469536,410.40625,100.315823904155
130,Residential,Duplex - R2,2180,1,42.5600938599,110.075539028,278.625,67.6965051481538
131,Residential,Duplex - R2,2181,1,34.8294287251,66.0833123311,167.265625,55.4385261306293
132,Residential,Townhouse/Fourplex - R4,2182,1,64.6021159296,210.95789795,533.9296875,102.835284204066
133,Residential,Townhouse/Fourplex - R4,2183,1,59.9305623479,222.486765246,563.1171875,95.3556155732317
134,Residential,Townhouse/Fourplex - R4,2184,1,68.9810611874,284.322063329,719.609375,109.772644620682
135,Residential,Townhouse/Fourplex - R4,2185,1,70.6786865195,238.194762105,602.859375,112.48936086513
136,Residential,Townhouse/Fourplex - R4,2186,1,72.5868724032,272.984677597,690.9140625,115.524571760759
137,Residential,Townhouse/Fourplex - R4,2187,1,67.5249942363,275.015076155,696.0625,107.45231660421
138,Residential,Townhouse/Fourplex - R4,2188,1,78.3297485839,322.700809003,816.7421875,124.680740347361
139,Residential,Townhouse/Fourplex - R4,2189,1,81.7158477213,328.405071231,831.1640625,129.9369840572
140,Residential,Townhouse/Fourplex - R4,2190,1,72.4925491491,293.460559999,742.7109375,115.374438303228
141,Residential,Townhouse/Fourplex - R4,2191,1,9.98033644702,6.21338595557,15.71875,15.878622316836
142,Residential,Townhouse/Fourplex - R4,2194,1,71.9837111809,260.935351394,660.3984375,114.553836254945
143,Residential,Townhouse/Fourplex - R4,2197,1,72.9096817965,308.239446174,780.1015625,116.030015808851
144,Residential,Townhouse/Fourplex - R4,2198,1,68.3134411116,263.715165443,667.4140625,108.7213236778
145,Residential,Townhouse/Fourplex - R4,2199,1,73.5216641443,300.519195349,760.546875,117.006801683413
146,Residential,Townhouse/Fourplex - R4,2200,1,68.7499984444,267.59134373,677.21875,109.415708917877
147,Residential,Townhouse/Fourplex - R4,2201,1,71.3594460013,294.789955541,746.046875,113.563320470513
148,Residential,Townhouse/Fourplex - R4,2203,1,82.0568223997,295.67632694,748.2890625,130.615390045626
149,Residential,Townhouse/Fourplex - R4,2204,1,15.7574532692,15.1850182399,38.4375,25.0728346386456
150,Residential,Townhouse/Fourplex - R4,2205,1,25.1648936684,37.8465230705,95.7890625,40.0227823826744
151,Residential,Townhouse/Fourplex - R4,2206,1,39.7588858002,95.2173847334,240.9765625,63.2584333781108
152,Residential,Townhouse/Fourplex - R4,2207,1,45.6586666537,115.783425364,293.03125,72.6690513812701
153,Residential,Townhouse/Fourplex - R4,2208,1,50.7183614354,142.0037906,359.390625,80.6858031705898
154,Residential,Townhouse/Fourplex - R4,2209,1,50.6949401772,127.910881049,323.7109375,80.6785017035018
155,Residential,Townhouse/Fourplex - R4,2210,1,76.6265152163,324.47466193,821.2265625,121.951803312846
156,Residential,Townhouse/Fourplex - R4,2211,1,72.3017371089,297.834342867,753.78125,115.067964567033
157,Residential,Townhouse/Fourplex - R4,2212,1,63.4118980475,245.874638546,622.2734375,100.899794580817
158,Residential,Townhouse/Fourplex - R4,2213,1,105.067580086,373.53801829,945.3828125,167.147188629599
159,Residential,Townhouse/Fourplex - R4,2214,1,20.2067489213,22.009067657,55.6875,32.1620781924872
160,Residential,Townhouse/Fourplex - R4,2216,1,67.8666409555,259.007066536,655.4765625,108.010110363314
161,Residential,Townhouse/Fourplex - R4,2217,1,75.1485268658,296.962778942,751.5546875,119.604313143793
162,Residential,Townhouse/Fourplex - R4,2218,1,86.1223649051,323.520450146,818.765625,137.072758887472
163,Residential,Townhouse/Fourplex - R4,2219,1,82.6992258698,329.675490814,834.3359375,131.603589668992
164,Residential,Townhouse/Fourplex - R4,2220,1,103.005342277,552.398134992,1398.015625,163.863289362122
165,Residential,Townhouse/Fourplex - R4,2221,1,73.6844167352,277.20940421,701.546875,117.286374754108
166,Residential,Townhouse/Fourplex - R4,2222,1,18.7259216999,21.91547696,55.453125,29.7894453353726
167,Commercial,Accessory Building,3156,1,8.60457462866,4.58554026854,11.6015625,13.689147530814
168,Residential,Townhouse/Fourplex - R4,2223,1,86.2106447733,323.612755239,818.9609375,137.212092891467
169,Residential,Townhouse/Fourplex - R4,2224,1,130.350979948,560.388036365,1418.15625,207.376847411739
170,Residential,Townhouse/Fourplex - R4,2225,1,17.9715393523,20.1835312376,51.078125,28.5898536086839
171,Residential,Duplex - R2,2226,1,58.4310027746,190.941142756,483.234375,92.9939891501848
172,Residential,Duplex - R2,2227,1,53.3110003291,160.687881427,406.6328125,84.8148109007747
173,Residential,Duplex - R2,2228,1,54.6111838935,175.578794059,444.3359375,86.8704756590959
174,Residential,Duplex - R2,2229,1,89.4596089531,345.667714835,874.734375,142.361214270802
175,Residential,Townhouse/Apartment/Walk Up - R3,2230,1,64.8118987618,209.748310499,530.8125,103.104425219407
176,Residential,Townhouse/Apartment/Walk Up - R3,2231,1,65.4606952837,218.691955675,553.4765625,104.135984893573
177,Residential,Duplex - R2,2232,1,49.2995430614,141.235621849,357.4375,78.4259628156761
178,Residential,Duplex - R2,2233,1,8.85124546291,4.86895727707,12.3203125,14.0811223994788
179,Residential,Townhouse/Fourplex - R4,2234,1,75.5791483563,285.014720622,721.34375,120.165951841637
180,Residential,Duplex - R2,2235,1,66.7575182127,201.826077907,510.8203125,106.179516389047
181,Residential,Duplex - R2,2236,1,9.61873629202,5.71985921065,14.484375,15.30450223324
182,Residential,Duplex - R2,2237,1,35.8979135009,65.9282345396,166.8515625,57.1100435302493
183,Residential,Duplex - R2,2238,1,45.0676409818,113.396835644,287.0078125,71.7152548773537
184,Residential,Duplex - R2,2239,1,59.0132666982,179.815695185,455.1015625,93.8945435011147
185,Residential,Duplex - R2,2240,1,28.4869987471,49.395528956,125.0234375,45.3097713740645
186,Residential,Accessory Building,2242,1,29.6941457663,50.2781498345,127.25,47.2439838981558
187,Residential,Duplex - R2,2243,1,43.6130148005,116.511450959,294.8984375,69.3725192325363
188,Residential,Duplex - R2,2244,1,50.0106092588,127.739343497,323.328125,79.5631128806037
189,Residential,Duplex - R2,2245,1,58.5636053324,176.014622264,445.5,93.1282572499696
190,Residential,Duplex - R2,2246,1,54.6189472503,174.264657799,441.078125,86.8914905177956
191,Residential,Accessory Building,2247,1,54.2295142936,113.469097219,287.203125,86.3390095238968
192,Residential,Accessory Building,2248,1,17.8521052547,19.9087114119,50.390625,28.4023273286619
193,Residential,Duplex - R2,2249,1,63.8095498846,210.394809597,532.5078125,101.499215188144
194,Residential,Duplex - R2,2250,1,59.7399287719,177.207219045,448.515625,95.0290355423708
195,Residential,Duplex - R2,2251,1,61.7430708881,237.883002604,602.0703125,98.2223576426173
196,Residential,Duplex - R2,2252,1,77.3083250232,194.006647336,491.0078125,122.978125356405
197,Residential,Duplex - R2,2253,1,27.3924507379,46.8808028241,118.6484375,43.5790264317794
198,Residential,Duplex - R2,2256,1,24.4882361672,37.1684768212,94.0625,38.9528125377591
199,Residential,Duplex - R2,2257,1,48.1765597426,135.392774716,342.65625,76.6686068454925
200,Residential,Duplex - R2,2258,1,16.735610004,12.870578424,32.5703125,26.6059477937922
201,Residential,Duplex - R2,2259,1,51.8791982763,136.183957805,344.671875,82.5549852918281
202,Residential,Duplex - R2,2260,1,26.6659052123,44.3530889466,112.2421875,42.4250320687744
203,Residential,Single Family Detached - R1,2261,1,44.2097765461,117.04459959,296.1953125,70.3101271109964
204,Residential,Single Family Detached - R1,2262,1,17.2600811372,18.0834149173,45.765625,27.4512396874006
205,Residential,Accessory Building,2263,1,19.1169829131,22.741159466,57.5390625,30.408632701353
206,Residential,Single Family Detached - R1,2264,1,67.3446522945,271.529480227,687.15625,107.158902926856
207,Residential,Single Family Detached - R1,2265,1,41.7558448801,104.658000129,264.859375,66.417329640231
208,Residential,Accessory Building,2266,1,14.9554646926,13.5491379692,34.296875,23.7965461666834
209,Residential,Single Family Detached - R1,2267,1,41.1189963471,105.595956578,267.2265625,65.4140843843118
210,Residential,Single Family Detached - R1,2268,1,37.8962080939,74.5803641081,188.734375,60.3067976088665
211,Residential,Single Family Detached - R1,2269,1,39.0438017007,88.0393532744,222.8125,62.0963373711271
212,Residential,Accessory Building,2270,1,33.723700122,70.1261415394,177.46875,53.6405070980243
213,Residential,Accessory Building,2271,1,19.865828685,24.5355314409,62.09375,31.6063099028993
214,Residential,Single Family Detached - R1,2272,1,40.998201368,96.1623881205,243.3671875,65.2359727415346
215,Residential,Single Family Detached - R1,2273,1,45.7923552944,100.157468666,253.484375,72.8702402957861
216,Residential,Duplex - R2,2274,1,57.7946325589,188.293763238,476.515625,91.9543115040819
217,Residential,Duplex - R2,2275,1,37.9558078167,89.8735773674,227.453125,60.3781634050799
218,Residential,Duplex - R2,2276,1,48.0720455418,121.282547076,306.9296875,76.4679280456947
219,Residential,Single Family Detached - R1,2277,1,38.4656305995,91.8557900623,232.4609375,61.1852412481148
220,Residential,Single Family Detached - R1,2278,1,39.721502636,97.1466195637,245.8515625,63.1795386164802
221,Residential,Single Family Detached - R1,2279,1,44.2776049078,115.517745286,292.34375,70.4222800916362
222,Residential,Accessory Building,2280,1,37.5271827805,88.0178531479,222.75,59.6993918863173
223,Residential,Single Family Detached - R1,2281,1,42.1184287754,108.864350803,275.5078125,67.0149658663272
224,Residential,Single Family Detached - R1,2282,1,53.6020110039,178.904460748,452.75,85.2781123752111
225,Residential,Single Family Detached - R1,2283,1,54.8662234348,172.605429713,436.828125,87.3166148957364
226,Residential,Single Family Detached - R1,2284,1,33.7108864134,58.5425943954,148.140625,53.6155955760244
227,Residential,Single Family Detached - R1,2285,1,26.2294336783,40.3258719159,102.0546875,41.7396530332277
228,Residential,Accessory Building,2286,1,17.1005574909,17.8969837357,45.2890625,27.2087601823294
229,Residential,Single Family Detached - R1,2287,1,48.6034348979,137.586236469,348.1796875,77.3081582564995
230,Residential,Single Family Detached - R1,2288,1,46.4511910721,130.759637245,330.8984375,73.8777857072668
231,Residential,Single Family Detached - R1,2289,1,52.9948199606,147.365790951,372.921875,84.3021446390217
232,Residential,Single Family Detached - R1,2290,1,52.2325174378,155.029741763,392.3359375,83.1250293113673
233,Residential,Single Family Detached - R1,2291,1,46.7648445768,133.94728671,338.9765625,74.3798384268702
234,Residential,Duplex - R2,2293,1,27.9011052027,47.3253896882,119.78125,44.3753080705639
235,Residential,Duplex - R2,2294,1,87.285424137,322.354289577,815.75,138.901929033654
236,Residential,Duplex - R2,2295,1,33.3060111377,69.1915585289,175.0859375,52.9861320189436
237,Residential,Duplex - R2,2296,1,38.2320554432,91.0264300943,230.359375,60.8239660331507
238,Residential,Duplex - R2,2297,1,60.3240890763,225.807157205,571.4296875,95.97382472807
239,Residential,Single Family Detached - R1,2298,1,29.9508714388,55.4132013912,140.2265625,47.6523643061773
240,Residential,Single Family Detached - R1,2299,1,35.8865053846,77.512414815,196.1484375,57.0874440212797
241,Residential,Single Family Detached - R1,2300,1,46.6626475155,127.889699446,323.6484375,74.2546929967045
242,Residential,Single Family Detached - R1,2301,1,47.0604139168,128.753744278,325.8359375,74.8867679536024
243,Residential,Single Family Detached - R1,2302,1,51.633798991,157.542067274,398.6875,82.1379994968595
244,Residential,Accessory Building,2303,1,36.6708331133,83.3882023553,211.015625,58.3288969084147
245,Residential,Single Family Detached - R1,2304,1,70.4021197136,202.256158669,511.8125,112.020260590969
246,Residential,Single Family Detached - R1,2305,1,67.5174454878,247.252855123,625.6796875,107.441784745044
247,Residential,Single Family Detached - R1,2306,1,42.965993545,89.0580709143,225.3515625,68.3693664098625
248,Residential,Single Family Detached - R1,2307,1,38.7390129833,92.2694309239,233.484375,61.6354058292825
249,Residential,Single Family Detached - R1,2308,1,45.4424681127,127.467288941,322.5625,72.2993424864252
250,Residential,Single Family Detached - R1,2309,1,39.4602013584,95.1862495941,240.8828125,62.7598286604397
251,Residential,Single Family Detached - R1,2310,1,40.9207855083,85.4594237138,216.2578125,65.098011034145
252,Residential,Single Family Detached - R1,2312,1,41.5654449481,107.529684191,272.109375,66.12672534524
253,Residential,Single Family Detached - R1,2313,1,20.1721362112,25.4295080386,64.34375,32.0895874049735
254,Residential,Single Family Detached - R1,2314,1,24.8774860285,38.0908729589,96.390625,39.5807635018647
255,Residential,Single Family Detached - R1,2315,1,28.5906184831,51.0724671991,129.234375,45.4820912134243
256,Residential,Single Family Detached - R1,2316,1,33.6005797284,70.5387286434,178.5078125,53.4520000469634
257,Residential,Single Family Detached - R1,2317,1,13.5094465121,11.3623282372,28.75,21.492096088306
258,Residential,Single Family Detached - R1,2318,1,45.5166525118,120.338898924,304.5078125,72.4275376132014
259,Residential,Single Family Detached - R1,2320,1,35.5474893161,78.1867149548,197.859375,56.5550815597366
260,Residential,Single Family Detached - R1,2321,1,53.915096938,157.729183191,399.1171875,85.7650613682795
261,Residential,Single Family Detached - R1,2322,1,32.4738976024,61.8118190375,156.4375,51.6783445112047
262,Residential,Single Family Detached - R1,2323,1,35.4428070315,77.6123642406,196.421875,56.3762839043767
263,Residential,Single Family Detached - R1,2324,1,43.8696301812,88.7098420372,224.5078125,69.8096623554561
264,Residential,Duplex - R2,2325,1,39.7414487693,97.8738904151,247.6953125,63.2304544540041
265,Residential,Duplex - R2,2326,1,48.9457057173,148.424898869,375.625,77.8557560986634
266,Residential,Accessory Building,2327,1,17.8285610377,19.7591414448,50.0078125,28.3602453211532
267,Residential,Duplex - R2,2328,1,24.6883753045,36.7049589804,92.8984375,39.286620408629
268,Residential,Duplex - R2,2329,1,60.2090098452,192.230982421,486.5234375,95.8181357426148
269,Residential,Duplex - R2,2330,1,70.0161807872,301.813605525,763.8828125,111.370912613145
270,Residential,Duplex - R2,2331,1,34.1162116726,72.7442123683,184.1171875,54.275578485831
271,Residential,Duplex - R2,2332,1,60.2766407531,198.705813581,502.9140625,95.9076619020257
272,Residential,Duplex - R2,2333,1,63.017478065,206.538706795,522.75,100.284763126993
273,Residential,Accessory Building,2334,1,9.83839983055,6.04794340327,15.296875,15.6522194498231
274,Institutional,School,2335,1,47.2931918974,143.984371833,364.3984375,75.2381779407251
275,Institutional,School,2336,1,37.7413805671,69.5497230735,176.03125,60.0782148973799
276,Residential,Duplex - R2,2337,1,74.5204396095,294.845914557,746.1796875,118.610890184465
277,Residential,Duplex - R2,2338,1,64.1165325658,247.284546977,625.8203125,102.02347932799
278,Residential,Duplex - R2,2339,1,78.8836283237,259.323399018,656.2890625,125.54872562407
279,Residential,Duplex - R2,2340,1,74.9572654895,287.980176009,728.8046875,119.29086739609
280,Residential,Duplex - R2,2341,1,73.714427587,283.386506049,717.1640625,117.31112711437
281,Residential,Duplex - R2,2342,1,51.7526469168,162.125263366,410.3203125,82.3448976542615
282,Residential,Duplex - R2,2343,1,80.0119005628,287.612541627,727.875,127.335357383761
283,Residential,Duplex - R2,2344,1,61.9925241851,214.247107296,542.2109375,98.6497338879782
284,Residential,Duplex - R2,2345,1,35.404552719,75.0968978379,190.046875,56.3379334739786
285,Transportation/Utilities,Public Utilities,2346,1,38.6205155147,69.791582748,176.6328125,61.4447039052066
286,Residential,Duplex - R2,2347,1,50.0574496378,156.60843226,396.328125,79.632654773505
287,Residential,Duplex - R2,2348,1,63.4323841486,229.568748462,580.9609375,100.926877791308
288,Residential,Duplex - R2,2349,1,60.5877528985,176.72761757,447.2578125,96.4108199909197
